"vehicle_id","miles_used","color","engine_type","transmission_type","number_of_seats"
931343,,"Grey","Gasoline (I-4)","CVT",5
726833,47495,"Navy Blue","Gas","10-speed shiftable automatic",5
713970,,"Silver","V6","10-speed automatic",8
371257,,"Red","V6","10-speed automatic",8
14305,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
888748,,"White","Turbocharged Gas I4","8-speed automatic",5
785665,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
499570,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
990450,,"White","Turbocharged Gas I4","6-speed automatic",3
368395,68166,"Green","Electric (Battery-powered)","Automatic",5
681916,,"Grey","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
162855,,"Grey","Turbocharged Gas I4","6-speed automatic",3
317839,31943,"White","V6","10-speed automatic",8
407683,75606,"Red","Turbocharged Gas I4","6-speed automatic",3
901259,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
577510,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
112881,28864,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
827311,63269,"Green","Gasoline (V6)","8-speed shiftable automatic",7
43275,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
201425,,"White","Gasoline (V6)","9-speed automatic",5
411225,,"Navy Blue","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
73588,48481,"Green","Gas","10-speed shiftable automatic",5
895570,6594,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
244054,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
80886,,"Grey","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
84157,16834,"White","V6","10-speed automatic",8
958542,,"Black","Gas","6-speed shiftable automatic",5
740178,,"Black","Gas","6-speed shiftable automatic",5
78208,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
781307,20272,"White","Electric (Battery-powered)","Automatic",5
909276,,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
614114,,"White","Electric (Battery-powered)","Automatic",5
998233,,"Grey","Gas","10-speed shiftable automatic",5
31490,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
596552,,"Navy Blue","Gas (V6)","9-speed automatic",5
548507,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
772532,,"Red","Gasoline (V6)","Xtronic CVT®",5
878182,48442,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
640227,,"White","Gas","10-speed shiftable automatic",5
654975,,"White","Turbocharged Gas I4","6-speed automatic",3
96478,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
668523,,"Red","Gas","8-speed automatic",5
529404,,"Grey","Gas","6-speed shiftable automatic",5
642587,,"White","Gasoline (V6)","8-speed shiftable automatic",7
108608,,"Red","Gasoline (V6)","Xtronic CVT®",5
870720,32713,"White","Gasoline (V6)","8-speed shiftable automatic",7
558248,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
266508,24906,"White","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
697956,,"White","Gas","8-speed automatic",5
103639,55779,"Grey","Gasoline (V6)","Xtronic CVT®",5
312739,,"Grey","Turbocharged Gas I4","8-speed automatic",5
883004,,"Grey","V6","10-speed automatic",8
489758,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
523816,8218,"Black","Gas (V6)","9-speed automatic",5
643789,,"White","Gasoline (V6)","9-speed automatic",5
264425,,"Black","Gas (V6)","8-speed shiftable automatic",7
945937,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
632104,,"Red","Gas","8-speed automatic",5
981752,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
594776,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
495080,,"Red","Turbocharged Gas I4","6-speed automatic",3
848830,69052,"Green","Turbocharged Gas 3-Cyl","6-speed automatic",5
404987,60448,"Grey","Gasoline (V6)","Xtronic CVT®",5
514543,,"Red","Turbocharged Gas I4","6-speed automatic",3
650254,62793,"Red","Turbocharged Gas I4","8-speed automatic",5
68496,,"White","Turbocharged Gas I4","8-speed automatic",5
352854,,"Grey","Gas/Electric I-4","CVT",5
846126,,"Black","Gas","10-speed shiftable automatic",5
37131,,"Black","Turbocharged Gas I4","8-speed automatic",5
115830,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
611672,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
485665,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
322157,,"White","V6","10-speed automatic",8
279554,,"White","Electric (Battery-powered)","Automatic",5
676749,,"Grey","Gas/Electric I-4","CVT",5
793537,71787,"Black","Gas (V6)","9-speed automatic",5
558078,57551,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
116275,,"White","V6","10-speed automatic",8
76517,,"Red","Electric (Battery-powered)","Automatic",5
322668,,"Grey","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
896611,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
365523,,"Silver","V6","10-speed automatic",8
122552,,"Black","Gasoline (V6)","9-speed automatic",5
508325,,"Navy Blue","V6","10-speed automatic",8
884439,,"Grey","Gas/Electric I-4","CVT w/OD",5
198742,,"Red","Gas/Electric I-4","CVT w/OD",5
7324,,"Black","Gas","6-speed shiftable automatic",5
823845,,"Black","Gas","10-speed shiftable automatic",5
392021,,"Black","V6","10-speed automatic",8
672414,,"White","Gas","10-speed shiftable automatic",5
846658,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
866736,,"Red","Gas","6-speed shiftable automatic",5
540665,,"Navy Blue","Turbocharged Gas I4","8-speed automatic",5
494379,,"White","Gasoline (V6)","8-speed shiftable automatic",7
159779,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
338629,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
783519,45068,"Grey","Gas/Electric I-4","CVT",5
522219,,"White","Gas","10-speed shiftable automatic",5
941684,,"White","Gas","8-speed automatic",5
704546,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
264355,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
252728,76600,"Grey","Turbocharged Gas 3-Cyl","6-speed automatic",5
198819,,"White","Gas","10-speed shiftable automatic",5
133484,,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
636394,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
189692,55352,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
860856,,"Red","Gas","6-speed shiftable automatic",5
937340,,"Navy Blue","Gas (V6)","9-speed automatic",5
275176,,"Silver","Gas/Electric I-4","CVT",5
735656,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
747088,,"White","Gas/Electric I-4","CVT w/OD",5
819790,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
443050,,"Grey","Turbocharged Gas I4","6-speed automatic",3
94900,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
760513,,"White","Gasoline (V6)","Xtronic CVT®",5
349150,,"Grey","Gas (V6)","9-speed automatic",5
295184,,"Grey","V6","10-speed automatic",8
83266,,"Grey","Turbocharged Gas I4","6-speed automatic",3
5270,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
120579,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
186872,,"Silver","Gas/Electric I-4","CVT",5
851138,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
410857,,"Black","Gas/Electric I-4","CVT",5
101279,,"White","Gasoline (I-4)","CVT",5
20553,,"Black","Gasoline (V6)","9-speed automatic",5
323357,,"Grey","Gas/Electric I-4","CVT",5
587062,53457,"Black","Gasoline (V6)","8-speed shiftable automatic",7
485024,,"White","Gasoline (V6)","Xtronic CVT®",5
727706,,"Black","Gas","6-speed shiftable automatic",5
484662,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
573680,,"Green","Gasoline (V6)","Xtronic CVT®",5
101412,27629,"Black","Gas (V6)","9-speed automatic",5
29767,,"White","Electric (Battery-powered)","Automatic",5
203334,44307,"Black","V6","10-speed automatic",8
943481,,"White","Gas (V6)","8-speed shiftable automatic",7
268099,,"Grey","V6","10-speed automatic",8
620023,,"Navy Blue","Gas (V6)","9-speed automatic",5
266197,,"Silver","Gas (V6)","8-speed shiftable automatic",7
53852,,"Red","Turbocharged Gas I4","6-speed automatic",3
240230,,"Silver","Gas (V6)","8-speed shiftable automatic",7
127512,,"Red","Turbocharged Gas I4","6-speed automatic",3
693284,,"White","Gasoline (V6)","8-speed shiftable automatic",7
215988,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
538012,,"Silver","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
389555,,"Silver","Gas (V6)","8-speed shiftable automatic",7
529808,,"Black","Gas","6-speed shiftable automatic",5
676234,,"Green","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
48381,8958,"White","Turbocharged Gas I4","8-speed automatic",5
970020,76016,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
42046,,"White","Turbocharged Gas I4","8-speed automatic",5
891266,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
876882,,"White","Gasoline (I-4)","CVT",5
609897,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
131261,,"Grey","Electric (Battery-powered)","Automatic",5
440786,,"Red","Gas/Electric I-4","CVT",5
410415,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
770053,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
12819,,"White","Electric (Battery-powered)","Automatic",5
922212,65645,"Grey","Gas (V6)","8-speed shiftable automatic",7
386040,,"Green","Gasoline (V6)","Xtronic CVT®",5
640413,,"Red","Gasoline (V6)","9-speed automatic",5
393804,,"Silver","Gas/Electric I-4","CVT w/OD",5
941328,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
546624,,"Grey","Gas","6-speed shiftable automatic",5
206231,,"White","Gas (V6)","9-speed automatic",5
132073,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
977496,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
860732,,"Black","V6","10-speed automatic",8
113673,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
826936,,"Silver","Electric (Battery-powered)","Automatic",5
481654,,"Black","Gasoline (I-4)","CVT",5
550619,,"Black","Gasoline (V6)","9-speed automatic",5
456780,,"White","Gasoline (V6)","8-speed shiftable automatic",7
402114,,"Red","V6","10-speed automatic",8
612367,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
92516,17207,"Navy Blue","Gasoline (V6)","Xtronic CVT®",5
926235,,"Navy Blue","Gas","10-speed shiftable automatic",5
987486,,"Navy Blue","Gas/Electric I-4","CVT",5
272010,,"Black","V6","10-speed automatic",8
439079,,"Grey","Gasoline (V6)","8-speed shiftable automatic",7
929946,,"Silver","Gas/Electric I-4","CVT w/OD",5
440316,5412,"Red","Turbocharged Gas I4","6-speed automatic",3
244654,,"Silver","Gas","6-speed shiftable automatic",5
828126,,"Silver","V6","10-speed automatic",8
576465,,"White","Gasoline (V6)","8-speed shiftable automatic",7
373408,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
850614,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
900585,72441,"Red","Gas/Electric I-4","CVT w/OD",5
293431,,"Navy Blue","Gas/Electric I-4","CVT",5
467900,,"Black","Gas","6-speed shiftable automatic",5
556092,38305,"Red","Gas","10-speed shiftable automatic",5
534830,,"White","Electric (Battery-powered)","Automatic",5
702884,,"White","Electric (Battery-powered)","Automatic",5
185484,,"Green","Gas/Electric I-4","CVT w/OD",5
63502,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
104188,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
897850,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
331,,"Silver","Gas","6-speed shiftable automatic",5
200421,,"Grey","V6","10-speed automatic",8
759441,56862,"Green","Electric (Battery-powered)","Automatic",5
606064,,"Black","Gas (V6)","8-speed shiftable automatic",7
101662,,"White","V6","10-speed automatic",8
570688,,"White","Gasoline (V6)","8-speed shiftable automatic",7
148456,79265,"Red","Gas/Electric I-4","CVT",5
999393,,"Grey","Electric (Battery-powered)","Automatic",5
569760,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
810919,,"Green","Gasoline (V6)","8-speed shiftable automatic",7
33166,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
347906,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
342723,,"Red","Gas/Electric I-4","CVT w/OD",5
399185,,"Silver","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
409913,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
216280,,"Navy Blue","Gas (V6)","8-speed shiftable automatic",7
522036,,"Red","Turbocharged Gas I4","6-speed automatic",3
461799,,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
369802,71755,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
257555,,"White","Gas (V6)","8-speed shiftable automatic",7
970480,,"White","Gas","6-speed shiftable automatic",5
556535,,"Navy Blue","Gasoline (I-4)","CVT",5
410858,,"White","Gas/Electric I-4","CVT",5
437184,69178,"Red","Gas","10-speed shiftable automatic",5
75123,,"Black","V6","10-speed automatic",8
600703,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
647983,,"Red","Gas (V6)","8-speed shiftable automatic",7
209451,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
498123,,"Silver","Gasoline (V6)","Xtronic CVT®",5
580108,,"Black","V6","10-speed automatic",8
680716,,"Grey","V6","10-speed automatic",8
12168,,"Silver","Gas","10-speed shiftable automatic",5
722641,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
844164,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
330036,,"White","Gas/Electric I-4","CVT",5
110314,,"Red","Turbocharged Gas I4","6-speed automatic",3
525087,,"White","V6","10-speed automatic",8
491617,,"Black","Turbocharged Gas I4","6-speed automatic",3
69717,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
204991,35375,"White","V6","10-speed automatic",8
697943,,"Navy Blue","Turbocharged Gas I4","8-speed automatic",5
835182,,"Black","Gas","10-speed shiftable automatic",5
419,,"Red","Gas (V6)","8-speed shiftable automatic",7
377983,,"Navy Blue","Gas (V6)","9-speed automatic",5
422878,,"Green","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
918612,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
148708,45018,"White","Gas/Electric I-4","CVT",5
773317,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
348150,,"Silver","Gas/Electric I-4","CVT w/OD",5
318270,71100,"Grey","Gas (V6)","8-speed shiftable automatic",7
439735,,"White","Gas (V6)","9-speed automatic",5
689490,,"White","Gasoline (V6)","Xtronic CVT®",5
525301,,"Silver","V6","10-speed automatic",8
723019,,"Black","Gas/Electric I-4","CVT",5
862840,,"Grey","Gas/Electric I-4","CVT w/OD",5
365667,,"Red","Turbocharged Gas I4","8-speed automatic",5
158291,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
177527,,"White","Turbocharged Gas I4","6-speed automatic",3
732397,,"Navy Blue","Gasoline (V6)","9-speed automatic",5
174333,,"White","V6","10-speed automatic",8
553142,,"Grey","Gas (V6)","8-speed shiftable automatic",7
985416,,"White","Gas","10-speed shiftable automatic",5
964226,,"White","V6","10-speed automatic",8
86344,42280,"Silver","Gas","10-speed shiftable automatic",5
650391,,"Navy Blue","Gas","6-speed shiftable automatic",5
241136,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
668336,,"White","V6","10-speed automatic",8
779597,,"White","V6","10-speed automatic",8
815398,,"White","Gasoline (V6)","8-speed shiftable automatic",7
467575,69434,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
738560,10498,"Silver","Gas","6-speed shiftable automatic",5
347445,,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
769822,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
857643,,"Red","Electric (Battery-powered)","Automatic",5
927068,,"White","Electric (Battery-powered)","Automatic",5
823536,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
515274,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
935195,,"Black","Gas","10-speed shiftable automatic",5
72139,,"Black","Gas (V6)","9-speed automatic",5
150938,23061,"Grey","Gas","10-speed shiftable automatic",5
259100,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
147108,,"Silver","V6","10-speed automatic",8
714093,,"Navy Blue","Gasoline (V6)","Xtronic CVT®",5
158254,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
920411,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
966212,,"Grey","Turbocharged Gas I4","6-speed automatic",3
802075,69561,"Black","Gasoline (V6)","8-speed shiftable automatic",7
681844,,"Navy Blue","Turbocharged Gas I4","8-speed automatic",5
173345,,"White","Gasoline (V6)","8-speed shiftable automatic",7
234713,,"Black","Gas","10-speed shiftable automatic",5
707692,,"Green","Electric (Battery-powered)","Automatic",5
625216,,"Navy Blue","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
323765,18368,"Navy Blue","Gasoline (I-4)","Continuously variable-speed automatic",5
419400,,"Green","Gas","10-speed shiftable automatic",5
773197,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
255649,,"Black","Gas (V6)","8-speed shiftable automatic",7
459386,,"Red","Electric (Battery-powered)","Automatic",5
28977,,"Black","Electric (Battery-powered)","Automatic",5
508918,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
953677,,"Navy Blue","Gasoline (I-4)","CVT",5
897166,,"Grey","Gas (V6)","8-speed shiftable automatic",7
386159,,"White","Gas (V6)","9-speed automatic",5
390685,,"Grey","Gas/Electric I-4","CVT",5
829934,6441,"Grey","Gasoline (I-4)","CVT",5
685084,24310,"White","V6","10-speed automatic",8
451291,73137,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
530862,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
952805,42236,"White","Gas","8-speed automatic",5
449738,,"White","V6","10-speed automatic",8
550659,,"Silver","Gasoline (V6)","9-speed automatic",5
826194,,"Red","V6","10-speed automatic",8
625185,,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
91552,,"White","Gas/Electric I-4","CVT w/OD",5
493372,,"Red","V6","10-speed automatic",8
487324,,"Black","Gas/Electric I-4","CVT w/OD",5
802441,59002,"Navy Blue","Gas/Electric I-4","CVT w/OD",5
483448,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
602785,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
330218,60511,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
491029,,"Red","V6","10-speed automatic",8
422432,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
855542,,"Grey","Gas/Electric I-4","CVT w/OD",5
848653,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
49432,69194,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
759521,,"Silver","Gas (V6)","9-speed automatic",5
379798,,"Black","Gas","6-speed shiftable automatic",5
435487,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
412373,,"Navy Blue","Gas/Electric I-4","CVT",5
633727,,"Black","Gas/Electric I-4","CVT w/OD",5
223034,,"Black","Gas/Electric I-4","CVT w/OD",5
646196,50382,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
763785,,"Black","Gasoline (I-4)","Continuously variable-speed automatic",5
236979,,"White","Gasoline (V6)","Xtronic CVT®",5
176306,,"Black","Gasoline (V6)","9-speed automatic",5
321126,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
145035,,"Black","V6","10-speed automatic",8
19017,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
314627,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
169410,12718,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
851956,51564,"White","Gas/Electric I-4","CVT",5
512579,,"Red","V6","10-speed automatic",8
428495,66279,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
29839,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
220702,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
70972,,"Grey","Electric (Battery-powered)","Automatic",5
282510,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
5520,,"Grey","Gas/Electric I-4","CVT w/OD",5
128491,,"White","Gas (V6)","9-speed automatic",5
729257,56872,"Navy Blue","Gas (V6)","9-speed automatic",5
109242,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
436762,,"Red","V6","10-speed automatic",8
855764,,"Navy Blue","Electric (Battery-powered)","Automatic",5
545231,,"White","Turbocharged Gas 3-Cyl","6-speed automatic",5
520018,41077,"White","Turbocharged Gas I4","8-speed automatic",5
613058,,"Red","Gas (V6)","8-speed shiftable automatic",7
147295,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
361523,,"Silver","Turbocharged Gas I4","8-speed automatic",5
9524,,"Silver","Turbocharged Gas I4","6-speed automatic",3
45051,26845,"White","Gas (V6)","9-speed automatic",5
150523,43514,"Grey","V6","10-speed automatic",8
492131,,"Navy Blue","Gasoline (V6)","8-speed shiftable automatic",7
647458,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
873534,,"Grey","V6","10-speed automatic",8
175282,,"Green","V6","10-speed automatic",8
953845,,"White","Gasoline (V6)","Xtronic CVT®",5
571257,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
204955,53339,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
391141,,"White","Gas (V6)","8-speed shiftable automatic",7
723884,,"Silver","V6","10-speed automatic",8
903495,,"Red","Gasoline (V6)","Xtronic CVT®",5
449915,,"Red","Gas/Electric I-4","CVT w/OD",5
991084,,"Navy Blue","Gas/Electric I-4","CVT",5
78356,,"Grey","Gas","10-speed shiftable automatic",5
748744,,"Red","Electric (Battery-powered)","Automatic",5
123397,71918,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
440942,,"Navy Blue","Gasoline (I-4)","Continuously variable-speed automatic",5
955459,,"Grey","Turbocharged Gas I4","8-speed automatic",5
193757,,"Silver","Gasoline (I-4)","Continuously variable-speed automatic",5
818466,,"Navy Blue","Gas","8-speed automatic",5
224033,46281,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
735429,,"White","Gas","10-speed shiftable automatic",5
143539,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
414267,,"Grey","V6","10-speed automatic",8
629606,,"Red","V6","10-speed automatic",8
629636,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
228963,39428,"White","Gasoline (V6)","8-speed shiftable automatic",7
120994,,"Silver","Turbocharged Gas 3-Cyl","6-speed automatic",5
320657,,"White","Electric (Battery-powered)","Automatic",5
530181,,"Green","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
529331,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
235156,,"Black","Gas/Electric I-4","CVT",5
127222,,"Silver","Gasoline (V6)","8-speed shiftable automatic",7
98441,,"Navy Blue","Gasoline (V6)","Xtronic CVT®",5
654131,64819,"Black","Gas","10-speed shiftable automatic",5
821175,,"Red","Gasoline (V6)","9-speed automatic",5
394377,,"Black","Gas (V6)","8-speed shiftable automatic",7
840652,,"Grey","V6","10-speed automatic",8
824282,69359,"Grey","Turbocharged Gas I4","6-speed automatic",3
414741,35984,"Red","Electric (Battery-powered)","Automatic",5
53548,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
274119,,"Grey","Gas","6-speed shiftable automatic",5
694886,,"Red","Turbocharged Gas 3-Cyl","6-speed automatic",5
981707,,"White","Gasoline (V6)","9-speed automatic",5
449290,76374,"White","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
617122,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
761802,13434,"Navy Blue","Turbocharged Gas I4","6-speed automatic",3
224350,,"Silver","Gas","10-speed shiftable automatic",5
341439,,"Grey","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
774296,17456,"Navy Blue","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
986767,,"Silver","Gas","6-speed shiftable automatic",5
213582,,"Black","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
342659,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
797680,,"Red","Turbocharged Gas I4","8-speed automatic",5
828424,,"Red","Gasoline (V6)","8-speed shiftable automatic",7
351205,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
424198,,"Red","Turbocharged Gas I4","6-speed automatic",3
906854,,"White","Gasoline (V6)","Xtronic CVT®",5
855913,,"White","V6","10-speed automatic",8
199092,45698,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
330491,59242,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
511425,,"Silver","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
551442,,"Red","Gasoline (V6)","Xtronic CVT®",5
20299,,"Silver","Turbocharged Gas I4","8-speed automatic",5
341041,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
28139,,"Red","Gas (V6)","8-speed shiftable automatic",7
630553,,"White","Gasoline (I-4)","Continuously variable-speed automatic",5
133314,,"Red","Gas","6-speed shiftable automatic",5
554927,,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
524574,52261,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
540422,5363,"Black","Turbocharged Gas 3-Cyl","6-speed automatic",5
226282,,"Red","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
913579,,"Black","Gas/Electric I-4","CVT",5
427472,,"Red","Hybrid (2.5L FHEV)","PowerSplit: Electronic continuously variable transmission",5
813922,17881,"White","Turbocharged Gas I4","8-speed automatic",5
879710,,"Grey","Gas (V6)","9-speed automatic",5
191978,,"Black","Gas (V6)","8-speed shiftable automatic",7
604294,,"Black","Electric (Battery-powered)","PowerSplit: Electronic continuously variable transmission",5
790888,,"Silver","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
335813,,"White","Gasoline (I-4)","CVT",5
888640,,"Black","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
897400,,"Black","Gasoline (V6)","8-speed shiftable automatic",7
392806,,"Black","Gas (V6)","8-speed shiftable automatic",7
882171,,"White","Gasoline (Petrol)","Continuously variable-speed automatic (CVT)",5
30477,,"Red","Gasoline (I-4)","Continuously variable-speed automatic",5
555806,,"Green","Gas (V6)","8-speed shiftable automatic",7
