vehicle_id,price_recorded_date,price
959813,2023-10-29,45753
959813,2019-05-11,41957
959813,2020-10-26,44120
959813,2023-01-06,45415
959813,2018-09-25,44330
486327,2022-04-06,45219
281406,2021-07-21,44461
281406,2021-04-27,44905
281406,2021-03-03,42085
281406,2021-06-19,44735
428950,2010-06-28,45974
390696,2023-10-23,45554
390696,2023-04-07,46047
390696,2023-12-08,42505
390696,2023-09-11,43764
390696,2023-03-12,44274
390696,2023-10-29,43692
390696,2023-10-05,45068
390696,2023-04-27,45432
390696,2023-12-19,45212
390696,2023-12-02,42199
894143,2019-01-08,42958
894143,2018-12-10,45100
49588,2020-02-21,44888
49588,2012-02-28,44655
49588,2022-07-07,43037
49588,2019-09-01,44395
49588,2020-02-24,44791
49588,2016-09-02,42633
49588,2011-01-24,44114
72461,2019-05-17,44162
72461,2023-01-30,45215
72461,2019-11-10,42358
72461,2020-08-19,45862
72461,2022-03-26,42018
72461,2021-10-30,42251
72461,2022-04-15,44735
72461,2021-06-01,45420
280053,2010-11-13,43047
280053,2007-08-13,46032
280053,2007-09-28,45658
280053,2009-07-12,42845
280053,2008-02-26,45434
280053,2005-02-22,44637
280053,2008-08-03,45634
280053,2004-02-26,44792
280053,2008-10-17,46022
786397,2023-09-10,43128
786397,2023-12-21,43905
786397,2022-07-26,41866
786397,2023-02-20,44615
786397,2023-04-07,41893
786397,2022-08-08,43010
786397,2022-02-10,45506
986032,2008-02-09,45755
986032,2009-01-24,44565
986032,2004-01-01,42334
986032,2007-09-22,42260
986032,2002-12-05,41727
986032,2001-08-15,43446
986032,2002-06-21,42633
986032,2005-08-30,44782
986032,2001-07-17,42458
986032,2006-06-29,42425
999675,2023-09-15,45830
999675,2022-09-03,44819
999675,2023-11-26,44772
999675,2020-05-02,43131
999675,2022-02-14,45019
133937,2022-12-10,45080
133937,2023-07-08,45234
133937,2022-02-02,45130
133937,2023-06-01,45451
133937,2023-11-28,44642
133937,2022-03-19,42004
133937,2023-07-13,43422
133937,2021-09-06,42123
880475,2022-02-09,44022
880475,2021-07-01,44412
880475,2020-08-08,42864
880475,2022-06-19,43361
880475,2019-12-31,42833
880475,2021-06-04,43463
880475,2020-03-28,42293
883855,2018-05-18,45557
883855,2022-08-26,46007
883855,2023-09-09,44328
883855,2011-12-26,42722
883855,2009-09-24,41683
883855,2017-12-30,43358
883855,2022-09-04,41744
883855,2009-08-26,45962
883855,2014-06-26,42326
710399,2007-10-02,42056
710399,2009-05-15,43529
710399,2008-03-09,43809
710399,2008-04-28,42314
710399,2006-08-13,44676
710399,2006-09-29,42363
710399,2008-09-29,44312
710399,2007-06-01,42483
710399,2006-03-30,43165
463017,2014-05-17,45645
463017,2012-08-27,42300
463017,2012-08-18,43622
463017,2017-03-13,45580
463017,2017-08-27,43121
463017,2013-09-29,43837
463017,2018-01-15,45699
463017,2021-10-21,43711
921802,2021-01-14,42359
921802,2022-03-12,45630
460442,2013-08-30,44065
460442,2016-04-01,45512
460442,2014-06-01,42572
460442,2002-01-08,43553
460442,2006-07-25,42757
460442,2009-11-27,44679
460442,2021-11-26,44864
245495,2013-06-27,45811
245495,2018-09-08,42662
245495,2018-10-08,42500
245495,2015-08-07,44313
245495,2015-04-14,43207
245495,2015-01-23,43158
245495,2013-06-25,44468
389050,2018-01-30,44622
389050,2018-01-20,45694
389050,2018-11-20,45853
389050,2018-06-03,42618
389050,2018-11-09,42064
389050,2018-09-09,45823
389050,2019-01-28,41899
389050,2018-08-11,43487
389050,2018-08-27,43358
476995,2023-11-29,42105
476995,2023-04-10,44832
476995,2023-12-01,42815
476995,2023-08-05,45643
476995,2023-03-04,41695
476995,2023-05-19,42746
476995,2023-07-05,42010
476995,2023-01-07,45751
66662,2023-02-04,45874
66662,2023-01-29,44707
66662,2023-02-06,45565
66662,2023-01-04,44625
66662,2023-01-16,44463
254928,2018-11-17,42810
254928,2019-04-04,42021
254928,2015-01-08,44325
254928,2019-05-04,45003
254928,2017-05-13,43446
254928,2014-01-16,42337
78342,2012-04-02,43043
78342,2021-02-23,44160
78342,2017-07-05,42851
78342,2013-05-02,45297
78342,2018-02-18,41840
78342,2012-06-14,44948
78342,2016-08-18,44563
78342,2016-05-28,42713
94262,2023-01-08,44754
94262,2023-01-11,43964
94262,2023-01-01,42201
211846,2012-02-06,42636
211846,2015-08-02,43921
211846,2013-01-28,43054
211846,2014-07-11,42484
211846,2012-09-10,45480
211846,2011-04-15,42568
211846,2015-12-01,43459
211846,2013-02-16,43052
88849,2014-11-02,45433
687661,2015-03-18,45270
687661,2015-02-18,45084
687661,2015-08-20,43961
687661,2015-08-01,45066
687661,2015-04-07,45701
687661,2015-06-28,42795
687661,2015-02-25,42162
118320,2007-06-25,44478
118320,2008-03-17,43360
118320,2007-05-06,45548
118320,2008-03-27,43554
118320,2008-02-27,46041
921499,2015-11-04,42978
921499,2015-07-17,45509
921499,2014-08-12,43725
921499,2014-07-08,45408
921499,2014-11-14,43562
921499,2014-09-25,44235
510072,2008-06-07,45747
94205,2017-06-16,43474
94205,2018-03-03,42777
94205,2017-09-14,45166
94205,2016-12-29,41759
94205,2019-12-08,45965
94205,2021-01-03,42506
853187,2020-03-17,43601
853187,2014-06-28,43081
853187,2013-12-03,42208
853187,2020-06-28,44704
853187,2010-04-22,42330
853187,2011-12-27,45806
853187,2019-07-11,43799
834485,2016-03-31,45039
834485,2015-11-17,44267
834485,2010-05-24,44756
834485,2014-04-15,44294
834485,2019-06-06,43482
334789,2015-04-07,45661
334789,2017-06-02,43148
334789,2019-07-02,44372
334789,2020-03-25,44759
334789,2019-12-11,43327
334789,2014-05-16,43080
334789,2014-11-28,42923
334789,2014-10-15,41807
334789,2014-01-05,42532
334789,2020-04-02,44283
387445,2014-07-03,44426
387445,2021-05-25,42159
387445,2011-07-04,44121
387445,2008-01-12,44623
387445,2014-02-04,45088
387445,2019-12-07,43208
387445,2020-03-01,44164
387445,2019-03-03,41832
387445,2019-10-18,44437
277872,2017-08-09,43276
277872,2015-11-16,44230
929108,2014-11-21,42788
451679,2012-01-14,43873
451679,2010-10-04,44126
451679,2010-10-05,44308
451679,2011-09-21,43322
451679,2008-12-20,45982
451679,2008-09-02,42839
451679,2008-06-25,45389
451679,2007-12-08,43142
451679,2007-07-07,42399
833915,2013-07-09,44666
833915,2012-11-23,43613
833915,2023-05-13,45192
833915,2013-09-13,44189
833915,2016-04-29,44111
833915,2017-06-06,46040
833915,2021-02-11,44278
833915,2018-09-21,44701
470306,2022-06-03,43003
470306,2009-02-04,46046
470306,2005-12-08,45170
470306,2006-10-02,44993
470306,2013-06-15,44189
84771,2004-07-29,45568
84771,2005-04-20,41829
361698,2016-05-05,42722
361698,2014-01-08,43617
361698,2015-02-07,45140
672836,2023-01-18,45398
672836,2023-01-12,43268
672836,2023-01-20,44048
672836,2023-01-15,42292
672836,2023-01-04,43104
297477,2005-09-26,42388
297477,2009-12-01,44027
297477,2008-01-17,45992
297477,2006-06-01,45733
157588,2008-02-17,42873
157588,2007-03-16,41811
157588,2007-05-12,46007
157588,2007-09-12,41790
157588,2007-08-06,42271
157588,2007-09-15,43582
157588,2008-05-18,45546
157588,2007-05-23,46013
157588,2008-08-26,43364
65112,2015-08-29,42714
65112,2018-03-02,42128
65112,2019-02-22,45904
65112,2013-03-02,45561
65112,2019-10-02,44903
65112,2023-06-20,45393
65112,2009-02-16,42430
118873,2018-12-22,43200
118873,2016-04-03,42895
118873,2010-01-01,43304
118873,2017-05-12,42447
118873,2013-06-04,44063
852964,2023-04-27,43769
734662,2022-11-25,43629
734662,2020-06-01,43880
734662,2020-03-31,43860
734662,2020-09-12,43973
734662,2021-09-07,45718
734662,2020-09-02,43277
734662,2022-09-21,42871
734662,2023-01-15,45601
633944,2021-01-23,44802
633944,2022-03-30,43222
633944,2022-09-12,41743
633944,2020-12-02,45332
633944,2020-10-22,42976
633944,2021-06-05,42944
633944,2020-04-14,42259
633944,2020-10-27,43630
633944,2023-05-08,45019
567153,2022-09-28,43500
567153,2023-03-31,41818
567153,2023-09-09,43718
567153,2022-04-17,45110
567153,2023-04-26,42242
567153,2023-12-17,44055
567153,2023-10-20,45478
567153,2022-03-04,43789
567153,2023-10-31,44411
567153,2022-04-11,44466
242810,2022-02-10,45676
242810,2022-06-14,44047
242810,2022-06-10,43538
242810,2022-05-30,44638
242810,2022-03-19,43670
242810,2022-04-05,46043
242810,2022-05-16,42866
242810,2022-02-09,45060
242810,2022-03-07,41975
242810,2022-05-27,44966
354995,2019-03-29,45061
354995,2017-06-07,43074
354995,2017-07-26,41847
354995,2023-04-23,43317
354995,2019-11-18,42561
354995,2022-05-15,42069
354995,2023-02-17,45987
354995,2023-08-29,43606
281252,2009-10-13,43536
281252,2008-08-23,45839
281252,2012-06-12,41939
281252,2008-07-06,45810
281252,2011-11-29,42393
281252,2009-05-21,42025
281252,2014-03-14,42784
281252,2014-10-17,42448
281252,2014-06-06,44388
123349,2023-02-28,42473
123349,2020-07-03,44139
893362,2021-02-10,43583
893362,2021-02-03,43531
893362,2021-01-27,44776
893362,2021-01-01,44733
893362,2021-01-14,43475
893362,2021-01-24,45551
893362,2021-02-14,45339
893362,2021-01-28,44103
11315,2022-11-30,46016
488094,2007-06-04,42872
488094,2008-10-07,45038
488094,2008-03-16,44458
488094,2008-02-07,42940
488094,2008-08-23,42657
488094,2010-12-03,44919
488094,2007-07-14,42974
488094,2011-06-15,44029
217479,2022-12-07,45489
217479,2022-12-27,43034
217479,2022-09-25,43522
217479,2023-02-03,42102
217479,2023-06-03,42091
217479,2023-05-22,44735
217479,2023-06-22,45377
423249,2018-04-11,42430
423249,2017-10-09,45339
423249,2021-12-21,41767
423249,2022-06-25,46013
423249,2018-11-07,42734
423249,2018-09-09,42820
252343,2022-05-29,42036
252343,2010-09-05,42042
252343,2013-10-17,44539
252343,2015-11-22,44591
252343,2019-02-16,45076
252343,2011-05-05,41832
252343,2021-02-22,43126
252343,2014-07-19,45788
252343,2012-01-17,44588
252343,2009-11-25,45151
53066,2023-08-07,44336
53066,2020-01-16,42901
53066,2011-05-12,44795
53066,2023-02-10,45929
53066,2023-03-30,45531
53066,2018-12-17,45430
53066,2011-10-17,45141
53066,2014-02-01,44859
53066,2018-01-31,45047
477485,2023-01-13,45226
477485,2022-11-21,43685
477485,2020-04-10,43046
477485,2019-07-16,43887
477485,2022-04-07,43804
477485,2022-08-08,42977
477485,2020-03-23,45337
477485,2020-03-13,44386
477485,2021-06-09,44833
14851,2016-07-05,43734
14851,2016-09-12,42746
892214,2022-11-30,43384
892214,2022-07-26,42875
892214,2021-08-18,44273
892214,2010-07-16,45453
892214,2008-11-06,41756
892214,2010-05-09,43124
892214,2012-11-08,43000
892214,2017-02-19,43739
892214,2014-09-29,44625
747483,2022-02-10,42442
747483,2022-06-05,43630
148657,2023-03-04,43682
148657,2022-05-24,45109
570864,2017-11-15,44921
570864,2002-05-06,42939
964362,2022-12-11,45017
964362,2022-06-09,42100
964362,2023-09-30,45989
964362,2023-08-28,43681
964362,2023-12-25,43151
964362,2023-03-17,44574
734518,2017-10-30,44285
734518,2013-10-08,45073
734518,2015-04-12,42521
471364,2018-01-12,44142
718867,2023-08-30,41964
814309,2020-07-06,42902
814309,2023-09-16,41945
814309,2022-11-15,43175
814309,2022-02-08,45626
814309,2023-05-29,43141
940150,2005-01-11,42278
940150,2012-03-03,44833
940150,2009-03-12,45610
940150,2022-07-31,45156
940150,2003-08-26,43742
940150,2014-04-28,41801
940150,2003-08-24,44011
940150,2006-10-20,42039
940150,2021-06-14,43993
940150,2008-10-23,42811
805913,2007-11-11,44540
805913,2006-03-09,42179
805913,2005-07-04,44879
805913,2006-12-13,44945
805913,2005-05-12,45823
805913,2007-11-19,44650
805913,2005-11-02,43486
805913,2008-05-02,41780
212815,2009-09-16,44070
212815,2012-09-07,41673
212815,2010-01-19,44486
212815,2012-06-07,42145
212815,2010-03-06,43359
212815,2007-01-03,43787
212815,2014-09-11,44099
212815,2011-04-07,42911
212815,2009-03-31,44255
972626,2020-07-25,43623
972626,2017-09-06,41791
972626,2020-08-25,45162
294051,2023-06-26,45869
294051,2023-02-04,42928
294051,2023-05-18,44145
294051,2023-01-12,42933
294051,2023-07-19,42569
260922,2008-07-02,42590
260922,2008-06-17,42481
260922,2009-12-05,42528
260922,2008-02-22,43996
260922,2008-06-16,44679
260922,2009-01-22,45422
260922,2009-11-22,41777
853589,2007-10-10,43491
853589,2005-10-18,43403
853589,2006-06-24,44597
853589,2013-05-07,44657
853589,2010-10-20,42238
853589,2003-05-06,42405
853589,2016-01-24,44575
853589,2015-02-12,45867
853589,2015-03-27,42275
853589,2011-05-04,45578
872815,2019-03-29,45794
872815,2018-12-19,45713
872815,2018-01-28,44382
770703,2021-08-06,41921
770703,2022-11-02,42865
770703,2014-03-12,43532
770703,2022-07-12,44656
770703,2020-06-19,44737
770703,2022-09-23,43334
770703,2018-09-06,42531
770703,2020-07-27,45856
770703,2014-01-26,44350
770703,2022-07-06,41996
275404,2022-12-26,43446
488883,2019-10-23,42311
488883,2016-07-21,43928
488883,2017-09-14,44601
488883,2019-09-29,43443
488883,2017-09-04,43476
488883,2019-01-17,42815
488883,2016-10-25,41830
488883,2019-04-29,44386
488883,2019-08-16,43155
256318,2015-03-09,45909
256318,2015-04-04,45221
256318,2011-03-13,44900
256318,2009-02-02,43666
256318,2009-10-30,43960
256318,2011-05-12,42757
256318,2011-02-20,42480
547239,2013-02-14,43475
547239,2013-02-03,45284
547239,2013-01-28,44511
547239,2013-01-04,46033
547239,2013-02-21,44411
547239,2013-01-21,43839
547239,2013-02-08,45828
547239,2013-01-26,45300
547239,2013-02-19,44434
292205,2014-06-13,44515
786055,2022-02-07,42930
786055,2023-04-28,43481
786055,2022-01-06,46019
786055,2022-01-11,44101
786055,2022-07-22,45315
786055,2023-03-29,45831
786055,2023-02-20,42176
786055,2022-12-17,45248
280155,2015-09-26,44845
280155,2021-08-12,45543
280155,2018-12-21,41963
280155,2016-04-11,42447
280155,2023-09-03,42719
280155,2020-07-20,44025
280155,2023-08-16,42982
970238,2014-03-30,45504
164237,2011-07-16,43238
164237,2009-09-03,42878
164237,2011-07-10,42733
164237,2009-03-23,41673
164237,2012-03-16,44058
164237,2011-05-09,45916
833299,2014-04-13,42479
891364,2017-07-06,43990
891364,2013-05-28,42074
891364,2012-03-26,42784
891364,2016-12-10,42389
891364,2008-04-01,45756
891364,2014-06-24,42293
891364,2011-10-08,44219
741116,2022-03-23,43980
741116,2019-08-05,44952
741116,2023-07-07,44299
741116,2023-04-11,45759
741116,2017-11-04,44956
741116,2022-08-17,45171
741116,2020-07-18,42937
741116,2020-09-21,42706
6848,2016-03-06,41852
6848,2022-08-01,45042
6848,2017-10-17,44103
6848,2018-03-11,45348
6848,2018-06-20,45569
6848,2017-07-13,44071
6848,2015-03-08,43993
6848,2019-08-18,46020
6848,2018-07-07,45545
6848,2021-11-25,44993
693728,2004-06-28,44817
693728,2004-07-18,45775
693728,2015-10-23,43079
693728,2015-05-02,42347
693728,2018-11-19,41889
693728,2005-06-24,43429
388266,2017-02-18,42237
388266,2007-02-14,43615
388266,2012-12-11,43027
388266,2005-02-07,45726
388266,2016-12-29,43960
388266,2015-11-19,44259
388266,2015-11-29,43401
388266,2016-01-04,44668
388266,2015-03-03,45843
539022,2018-07-24,44933
539022,2018-06-17,45229
539022,2021-06-02,43701
539022,2016-05-02,43917
539022,2021-12-12,44094
889811,2022-02-12,42765
703990,2017-06-10,42074
703990,2021-06-22,44588
703990,2016-06-16,41666
703990,2006-04-04,42862
703990,2012-08-18,42754
703990,2022-03-15,43803
703990,2009-11-26,41827
703990,2020-09-18,44223
703990,2020-01-24,41889
703990,2023-07-10,42454
137218,2011-12-25,43799
137218,2014-05-16,45261
137218,2011-06-01,43556
137218,2011-09-10,43267
137218,2014-05-12,42639
137218,2013-09-28,42296
137218,2011-01-22,44143
66183,2022-06-23,42412
66183,2022-06-25,44824
66183,2021-01-23,45286
66183,2022-03-02,44996
691060,2010-09-06,44055
691060,2016-04-19,45241
691060,2015-05-18,44734
691060,2006-11-09,41668
484049,2017-06-12,45295
484049,2009-03-23,45980
484049,2018-06-02,44865
484049,2009-06-22,44268
633438,2013-07-10,45951
633438,2022-08-08,42591
633438,2016-11-02,45923
759094,2012-08-07,42189
759094,2010-09-11,43393
759094,2010-03-15,44241
759094,2011-05-22,44073
759094,2017-10-01,42239
687656,2018-08-13,42103
687656,2018-06-25,45407
687656,2009-11-14,45516
687656,2013-04-20,42669
687656,2017-08-23,44518
687656,2011-01-05,45831
299623,2023-02-24,42732
299623,2022-12-02,42699
299623,2022-02-16,42409
299623,2022-08-12,41927
299623,2023-05-09,44276
299623,2022-08-06,44820
299623,2023-01-13,42558
299623,2022-12-22,42046
299623,2022-04-20,42751
299623,2023-04-20,43162
438568,2020-07-25,45531
438568,2018-06-27,41913
438568,2021-01-20,42021
438568,2016-06-13,44914
438568,2021-12-04,42240
438568,2019-06-13,44390
438568,2018-06-29,44106
438568,2023-04-02,42222
438568,2016-08-03,42138
118014,2021-03-17,44487
118014,2017-01-29,45880
118014,2016-07-18,44389
118014,2013-10-23,44000
118014,2010-09-01,44304
365818,2014-06-06,41921
365818,2012-01-06,41714
365818,2009-07-29,43034
365818,2013-09-10,43325
365818,2008-10-03,43534
365818,2005-11-01,45712
365818,2005-11-10,44815
365818,2006-03-23,44373
365818,2009-02-11,44165
365818,2008-02-28,43276
506275,2014-11-07,41791
506275,2021-09-30,42367
506275,2019-08-15,42788
506275,2013-01-08,42827
506275,2021-10-10,45561
506275,2023-01-18,43418
506275,2017-02-14,45852
506275,2021-04-30,44401
506275,2014-04-19,41703
506275,2017-11-11,42503
504190,2021-01-20,45974
131438,2021-12-29,43115
131438,2014-08-20,45693
131438,2021-12-23,42389
131438,2016-02-21,45954
131438,2012-09-11,42998
131438,2015-01-28,41930
131438,2022-11-27,43737
131438,2017-10-12,43080
131438,2015-06-18,42977
131438,2020-02-26,42842
222859,2011-06-03,45163
222859,2008-04-19,43745
222859,2012-05-28,42910
222859,2008-04-10,45211
222859,2009-09-19,43224
222859,2014-08-05,44312
222859,2012-10-19,42029
222859,2009-05-05,42959
222859,2016-07-02,44199
998715,2023-06-26,42219
998715,2023-03-21,45605
998715,2023-01-26,44593
998715,2023-09-26,45814
998715,2023-11-09,45835
998715,2023-06-18,41922
998715,2023-03-18,44163
998715,2023-04-23,42904
998715,2023-11-01,45232
998715,2023-08-03,45085
697565,2021-01-12,44207
697565,2021-01-14,45761
697565,2021-01-06,44868
697565,2021-01-16,45330
697565,2021-01-03,42794
697565,2021-01-19,42293
697565,2021-01-05,42967
697565,2021-01-07,42131
113462,2007-05-08,41957
113462,2007-02-22,45001
113462,2007-08-28,44236
113462,2007-03-31,42948
113462,2007-02-28,42492
113462,2007-05-27,45283
113462,2007-04-28,42681
113462,2007-01-16,43891
866231,2016-07-23,45640
866231,2016-06-11,45099
866231,2013-07-03,42788
866231,2013-05-22,43363
866231,2014-03-04,45557
866231,2016-04-26,43907
866231,2014-03-29,43018
357880,2022-01-18,41957
357880,2021-08-21,45327
357880,2023-06-05,45136
459461,2023-07-23,45622
459461,2023-03-31,43806
459461,2023-01-17,44262
459461,2023-05-17,45533
459461,2023-02-23,45550
459461,2023-03-23,43243
459461,2023-04-13,45103
459461,2023-02-27,42607
158398,2018-08-17,42655
158398,2018-01-18,43757
793464,2015-06-19,43039
793464,2013-01-22,43157
793464,2014-05-03,44924
793464,2014-04-15,43385
793464,2011-11-26,44592
985941,2009-05-14,43692
985941,2013-08-10,44006
985941,2023-04-30,42345
985941,2023-10-15,42875
985941,2011-02-15,45392
985941,2015-02-13,42714
985941,2008-07-12,42409
985941,2021-01-05,44487
985941,2009-10-27,43304
985941,2017-07-28,43196
195752,2015-08-01,44130
195752,2015-01-29,41688
195752,2018-10-30,44707
195752,2016-12-26,43206
195752,2017-07-21,41670
94107,2023-09-05,45554
94107,2023-05-30,43484
94107,2023-01-14,45740
94107,2023-04-29,42650
94107,2023-01-23,45902
94107,2023-11-18,45862
94107,2023-01-19,44731
94107,2023-03-04,44167
94107,2023-07-25,44302
989794,2021-03-18,45643
989794,2014-11-16,43359
989794,2007-09-29,43309
989794,2007-02-14,45122
989794,2011-11-03,45232
989794,2014-07-14,42603
989794,2013-04-06,43765
989794,2009-06-12,45473
989794,2008-06-16,43104
810140,2018-07-14,41901
369506,2016-05-03,45377
369506,2020-09-18,43273
369506,2018-08-05,45555
369506,2017-01-04,42469
369506,2016-06-12,43883
369506,2019-12-23,42777
369506,2019-02-25,44449
866578,2023-11-27,45855
866578,2020-04-06,45434
866578,2021-02-04,44107
866578,2019-11-30,41920
866578,2018-01-19,43410
866578,2023-12-17,43229
21983,2021-12-08,42404
21983,2021-04-14,46031
21983,2021-09-06,45967
21983,2021-04-27,42487
21983,2021-03-31,44827
21983,2021-04-09,43925
21983,2021-08-16,45113
503741,2016-11-21,41711
503741,2016-02-08,45018
417703,2015-07-23,44896
417703,2011-01-11,44204
417703,2018-11-19,43668
417703,2015-06-30,42839
417703,2017-07-26,42821
612776,2018-03-28,44842
612776,2017-03-23,43636
612776,2018-04-13,43573
612776,2011-08-26,43339
612776,2017-12-30,43056
612776,2012-07-07,43746
426163,2023-06-22,43383
426163,2013-09-01,44430
426163,2022-10-13,44798
426163,2015-03-24,45822
426163,2013-04-14,44695
426163,2018-10-09,42976
426163,2021-07-28,42944
832972,2004-10-04,45981
832972,2009-09-14,43015
832972,2013-01-17,45014
832972,2009-01-24,44373
832972,2014-04-02,43140
832972,2013-03-26,45768
725246,2020-04-15,43871
725246,2016-08-15,43075
725246,2022-06-08,45531
725246,2014-09-24,42630
776130,2007-05-13,41982
776130,2008-05-18,42089
776130,2008-03-26,44251
79551,2018-10-30,41723
79551,2023-06-10,43727
79551,2005-11-16,42853
79551,2014-11-19,44221
79551,2007-04-11,45997
79551,2003-09-08,42001
79551,2020-12-16,44913
38780,2022-07-17,43446
38780,2023-10-16,42503
107753,2015-02-14,45649
107753,2021-12-20,45832
107753,2020-02-03,43705
107753,2019-09-06,45356
107753,2019-06-25,44021
107753,2013-09-26,44604
107753,2014-03-02,43956
107753,2016-08-18,41757
107753,2011-09-13,44083
107753,2013-02-10,42965
179768,2015-12-05,43207
179768,2020-03-12,43420
201815,2016-05-08,45466
201815,2012-03-08,44660
201815,2015-03-07,43569
201815,2012-11-12,45022
201815,2016-05-12,44830
201815,2012-04-02,45299
201815,2014-09-15,44014
201815,2012-07-23,43143
201815,2013-08-31,43469
201815,2014-04-27,42873
175949,2018-09-22,45735
175949,2014-08-06,45330
175949,2023-06-05,44646
175949,2010-01-18,44786
175949,2020-06-27,45083
175949,2010-01-31,43541
175949,2023-07-23,42846
141917,2023-03-18,45959
141917,2023-06-03,42023
141917,2023-01-22,45979
141917,2023-01-12,44278
141917,2023-03-17,44963
141917,2023-05-04,44396
141917,2023-05-11,44318
650323,2011-12-15,42901
650323,2022-06-30,42327
650323,2013-02-02,45338
650323,2013-06-01,43299
650323,2013-07-01,43317
650323,2023-02-10,42444
650323,2018-07-20,45487
846939,2020-12-16,45651
108064,2023-03-21,42126
108064,2023-05-09,44623
108064,2023-02-25,44158
108064,2023-09-20,45123
108064,2023-08-02,43037
503595,2014-09-26,45080
503595,2011-01-26,43331
503595,2012-11-09,41754
503595,2015-06-08,43972
503595,2014-01-10,41692
939229,2022-08-18,42621
939229,2023-07-02,42159
939229,2022-09-26,46046
939229,2022-10-06,44683
939229,2023-07-16,42277
939229,2022-04-18,43594
939229,2022-10-19,45784
939229,2023-04-03,43283
58912,2009-06-14,44964
58912,2009-12-22,44808
337606,2018-03-26,44433
741154,2021-11-09,43135
741154,2010-09-22,42458
741154,2018-01-08,45776
741154,2022-05-30,44374
741154,2013-08-05,42000
741154,2014-08-04,43951
741154,2020-01-18,42650
741154,2017-11-21,45291
101528,2019-10-11,44997
101528,2023-03-27,41763
101528,2023-10-15,44444
101528,2019-11-01,42909
995178,2012-12-17,43760
995178,2019-07-14,44840
995178,2023-11-13,45305
995178,2019-10-15,45681
995178,2015-01-25,42040
995178,2016-07-05,43106
257224,2020-12-15,44681
257224,2022-05-21,45397
257224,2020-01-14,41979
257224,2017-12-05,42564
257224,2011-06-27,44722
257224,2019-09-07,44079
257224,2011-03-09,41940
257224,2017-03-22,44847
257224,2010-04-13,41935
425648,2015-08-29,43560
425648,2010-03-08,44669
425648,2014-03-15,45266
425648,2009-11-21,42934
425648,2010-02-25,42095
425648,2006-12-09,45623
425648,2011-07-31,43513
425648,2013-12-26,43122
555359,2008-03-30,43880
555359,2011-01-04,44500
555359,2009-06-12,43335
555359,2010-08-14,44017
555359,2008-07-07,45834
555359,2008-04-08,41853
555359,2008-08-08,43092
555359,2008-04-12,43832
555359,2010-05-30,41899
555359,2008-09-29,44299
294673,2013-08-22,42961
294673,2020-07-26,44669
294673,2013-05-16,42926
294673,2021-09-29,44034
294673,2018-04-09,42811
294673,2012-12-21,42528
294673,2020-02-05,45107
448236,2011-03-20,42331
448236,2015-01-22,43441
878928,2020-04-15,43199
878928,2019-08-10,45737
878928,2020-04-30,42614
878928,2020-06-07,46031
878928,2020-05-29,43652
878928,2019-10-20,44668
630599,2021-07-12,45739
630599,2015-01-14,44005
630599,2014-06-13,44380
630599,2008-08-29,45981
850709,2019-02-02,45610
850709,2019-02-14,42543
850709,2019-01-30,44996
850709,2019-01-24,44187
850709,2019-02-11,42093
850709,2019-01-23,44602
850709,2019-03-01,42145
266312,2015-01-21,43200
266312,2022-06-07,41997
266312,2021-06-13,43913
266312,2023-10-30,42547
266312,2019-08-23,44051
373662,2017-10-03,45857
373662,2019-08-04,43846
373662,2023-07-07,43095
373662,2023-11-03,41682
373662,2022-06-12,43244
373662,2018-12-17,45306
373662,2023-08-14,43722
88450,2016-05-01,43740
88450,2013-10-23,43941
88450,2015-05-20,45105
88450,2017-12-09,42957
88450,2017-09-11,45099
88450,2017-05-12,44266
88450,2013-08-15,42492
88450,2011-05-07,42397
88450,2021-08-01,45656
597812,2015-06-19,45861
597812,2009-03-16,41820
597812,2020-01-08,44327
597812,2009-05-07,42872
597812,2005-05-19,43863
772614,2007-10-17,44271
772614,2005-03-11,44632
772614,2005-10-10,43064
772614,2005-02-19,44915
772614,2006-10-24,42907
772614,2006-02-10,43110
772614,2008-04-16,41762
772614,2008-08-02,43965
561716,2022-07-17,45715
561716,2023-04-10,45693
249277,2022-11-17,45958
249277,2018-09-18,43916
771826,2016-03-01,43757
771826,2018-08-20,43195
771826,2017-05-19,44480
771826,2019-02-09,44637
771826,2019-09-16,45611
771826,2016-01-23,42006
771826,2019-07-01,41675
656013,2023-01-22,43100
656013,2022-08-09,43773
656013,2022-07-01,42598
656013,2023-01-15,44748
656013,2022-07-20,42049
656013,2023-06-09,44636
656013,2022-05-04,42624
656013,2023-04-24,45597
656013,2023-07-11,45153
733252,2020-09-25,43246
733252,2020-09-17,44659
733252,2020-05-24,42645
733252,2020-08-23,43109
300840,2016-07-09,44169
300840,2017-03-26,44724
300840,2021-07-09,45877
300840,2018-03-01,44547
300840,2020-01-04,42345
300840,2015-03-29,44460
300840,2019-03-06,44849
300840,2019-11-23,43774
300840,2018-03-02,45023
255303,2003-11-17,45815
255303,2004-03-18,42354
255303,2008-03-09,44548
63434,2009-11-09,41948
63434,2005-08-23,43451
329318,2015-04-15,42034
329318,2015-12-09,41831
329318,2015-02-22,45210
362543,2015-01-06,42339
229022,2020-07-27,44410
229022,2019-07-08,44648
229022,2022-11-27,45644
229022,2020-05-26,44379
229022,2023-08-25,45456
229022,2023-04-08,43082
229022,2020-10-17,44068
229022,2021-08-24,43137
27745,2006-04-18,44738
350779,2017-05-02,42185
